0,0,0
1,0.707,0.65797
2,1.4138,1.2177
3,2.1204,1.6791
4,2.8268,2.0422
5,3.5329,2.3071
6,4.2389,2.4737
7,4.9446,2.542
8,5.6502,2.512
9,6.3555,2.3837
10,7.0606,2.1572
11,7.7656,1.8324
12,8.4703,1.4093
13,9.1748,0.88798
14,9.8791,0.26835
